Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
32430,The Bad Place,Dean Koontz,"Koontz, Dean",,"=""0425195481""","=""9780425195482""",0,3.83,Berkley,Paperback,427,2004,1989,,2014/06/22,to-read,to-read (#190),to-read,,,,,,,0,,,,,
7830126,What the Night Knows,Dean Koontz,"Koontz, Dean",,"=""0553807722""","=""9780553807721""",0,3.71,Bantam,Hardcover,442,2010,2010,,2014/06/22,to-read,to-read (#189),to-read,,,,,,,0,,,,,
32432,"Fear Nothing (Moonlight Bay, #1)",Dean Koontz,"Koontz, Dean",,"=""0553579754""","=""9780553579758""",0,3.98,Bantam Books,Paperback,448,1998,1998,,2014/06/22,to-read,to-read (#188),to-read,,,,,,,0,,,,,
605015,"Dead and Alive (Dean Koontz's Frankenstein, #3)",Dean Koontz,"Koontz, Dean",,"=""0007203116""","=""9780007203116""",0,3.99,HarperCollins Publishers Ltd,Paperback,400,2009,2009,,2014/06/22,to-read,to-read (#187),to-read,,,,,,,0,,,,,
157536,Dark Rivers of the Heart,Dean Koontz,"Koontz, Dean",,"=""034539657X""","=""9780345396570""",0,3.85,Ballantine Books,Mass Market Paperback,565,1999,1994,,2014/06/22,to-read,to-read (#186),to-read,,,,,,,0,,,,,
4946005,Relentless,Dean Koontz,"Koontz, Dean",,"=""0553807145""","=""9780553807141""",0,3.70,Bantam,Hardcover,356,2009,2009,,2014/06/22,to-read,to-read (#185),to-read,,,,,,,0,,,,,
6327770,Breathless,Dean Koontz,"Koontz, Dean",,"=""0553807153""","=""9780553807158""",0,3.42,Bantam,Hardcover,337,2009,2009,,2014/06/22,to-read,to-read (#184),to-read,,,,,,,0,,,,,
32422,Hideaway,Dean Koontz,"Koontz, Dean",,"=""0425203891""","=""9780425203897""",0,3.79,Berkley,Paperback,432,2005,1992,,2014/06/22,to-read,to-read (#183),to-read,,,,,,,0,,,,,
14995,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,"Koontz, Dean",,"=""0553384287""","=""9780553384284""",0,3.89,Bantam,Paperback,446,2006,2003,,2014/06/22,to-read,to-read (#182),to-read,,,,,,,0,,,,,
32423,Watchers,Dean Koontz,"Koontz, Dean",,"=""""","=""9780425188804""",0,4.14,Berkley,Paperback,624,2003,1987,,2014/06/22,to-read,to-read (#181),to-read,,,,,,,0,,,,,
6375048,The Swiss Courier,Tricia Goyer,"Goyer, Tricia",Mike Yorkey,"=""0800733363""","=""9780800733360""",0,3.84,Fleming H. Revell Company,Paperback,324,2009,2009,,2014/06/22,to-read,to-read (#180),to-read,,,,,,,0,,,,,
775134,The Hindi-Bindi Club,Monica Pradhan,"Pradhan, Monica",,"=""055338452X""","=""9780553384529""",0,3.45,Bantam,Paperback,431,2007,2007,,2014/06/22,to-read,to-read (#179),to-read,,,,,,,0,,,,,
706960,White Gardenia,Belinda Alexandra,"Alexandra, Belinda",,"=""0732276187""","=""9780732276188""",0,3.92,,,592,,2002,,2014/06/22,to-read,to-read (#178),to-read,,,,,,,0,,,,,
2199587,"Fractured (Will Trent, #2)",Karin Slaughter,"Slaughter, Karin",,"=""0385341954""","=""9780385341950""",0,4.18,Delacorte Press,Hardcover,388,2008,2008,,2014/06/13,to-read,to-read (#177),to-read,,,,,,,0,,,,,
15793165,Don't Go,Lisa Scottoline,"Scottoline, Lisa",,"=""1250010071""","=""9781250010070""",0,3.69,St. Martin's Press,Hardcover,374,2013,2013,,2014/06/02,to-read,to-read (#176),to-read,,,,,,,0,,,,,
84820,Daddy's Girl,Lisa Scottoline,"Scottoline, Lisa",,"=""0060833149""","=""9780060833145""",0,3.69,Harper,Hardcover,336,2007,2007,,2014/06/02,"to-read, my-books","to-read (#175), my-books (#298)",to-read,,,,,,,0,,,,,
84829,"The Vendetta Defense (Rosato & Associates, #6)",Lisa Scottoline,"Scottoline, Lisa",,"=""0061031429""","=""9780061031427""",0,4.01,HarperTorch,Paperback,528,2002,2001,,2014/06/02,to-read,to-read (#174),to-read,,,,,,,0,,,,,
84823,Devil's Corner,Lisa Scottoline,"Scottoline, Lisa",,"=""0060742895""","=""9780060742898""",0,3.74,HarperTorch,Paperback,480,2006,2005,,2014/06/02,to-read,to-read (#173),to-read,,,,,,,0,,,,,
84826,"Courting Trouble (Rosato & Associates, #7)",Lisa Scottoline,"Scottoline, Lisa",,"=""0061031410""","=""9780061031410""",0,3.77,HarperTorch,Paperback,432,2003,2002,,2014/06/02,to-read,to-read (#172),to-read,,,,,,,0,,,,,
19286628,"Betrayed (Rosato & DiNunzio, #2)",Lisa Scottoline,"Scottoline, Lisa",,"=""1250027705""","=""9781250027702""",0,3.54,St. Martin's Press,Hardcover,352,2014,2014,,2014/06/02,to-read,to-read (#171),to-read,,,,,,,0,,,,,
2289516,Mind's Eye (Inspector Van Veeteren #1),Håkan Nesser,"Nesser, Håkan",Laurie Thompson,"=""0375425039""","=""9780375425035""",0,3.60,Pantheon Books,Hardcover,278,2008,1993,,2014/05/29,to-read,to-read (#170),to-read,,,,,,,0,,,,,
6001011,Rooftops of Tehran,Mahbod Seraji,"Seraji, Mahbod",,"=""045122681X""","=""9780451226815""",0,4.03,NAL,Paperback,348,2009,2009,,2014/05/29,to-read,to-read (#169),to-read,,,,,,,0,,,,,
18640742,Plaster City,Johnny Shaw,"Shaw, Johnny",,"=""1477817581""","=""9781477817582""",0,3.60,Thomas & Mercer,Paperback,337,2014,2014,,2014/05/20,to-read,to-read (#168),to-read,,,,,,,0,,,,,
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225381""","=""9780571225385""",0,4.09,Faber & Faber,Paperback,258,2005,1988,,2014/05/19,to-read,to-read (#167),to-read,,,,,,,0,,,,,
13872,Geek Love,Katherine Dunn,"Dunn, Katherine",,"=""0375713344""","=""9780375713347""",0,3.99,Random House Vintage,Paperback,348,2002,1989,,2014/05/19,to-read,to-read (#166),to-read,,,,,,,0,,,,,
929618,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312427735""","=""9780312427733""",0,3.95,Picador,Paperback,529,2007,2002,,2014/05/09,to-read,to-read (#165),to-read,,,,,,,0,,,,,
40440,The Thirteenth Tale,Diane Setterfield,"Setterfield, Diane",,"=""0743298020""","=""9780743298025""",0,3.93,Atria Books,Hardcover,406,2006,2006,,2014/05/09,to-read,to-read (#164),to-read,,,,,,,0,,,,,
289062,About Face 3: The Essentials of Interaction Design,Alan Cooper,"Cooper, Alan","Robert Reimann, David Cronin","=""0470084111""","=""9780470084113""",0,4.03,John Wiley & Sons,Paperback,610,2007,1995,,2014/05/09,"to-read, my-books","to-read (#163), my-books (#213)",to-read,,,,,,,0,,,,,
331679,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400043395""","=""9781400043392""",0,3.79,Knopf,Hardcover,288,2005,2005,,2014/05/09,"to-read, my-books","to-read (#162), my-books (#240)",to-read,,,,,,,0,,,,,
258476,Designing Interactions [With CDROM],Bill Moggridge,"Moggridge, Bill",,"=""0262134748""","=""9780262134743""",0,3.92,MIT Press (MA),Hardcover,766,2006,2006,,2014/05/09,"to-read, my-books","to-read (#161), my-books (#163)",to-read,,,,,,,0,,,,,
75786,Infinite Jest,David Foster Wallace,"Wallace, David Foster",Dave Eggers,"=""0316066524""","=""9780316066525""",0,4.33,Back Bay Books,Paperback,1079,2006,1995,,2014/05/09,"to-read, my-books","to-read (#160), my-books (#188)",to-read,,,,,,,0,,,,,
2265508,Geekonomics: The Real Cost of Insecure Software,David Rice,"Rice, David",,"=""0321477898""","=""9780321477897""",0,3.91,Addison-Wesley Professional,Hardcover,362,2007,2007,,2014/05/09,"to-read, my-books","to-read (#159), my-books (#166)",to-read,,,,,,,0,,,,,
342586,The Master of Disguise: My Secret Life in the CIA,Antonio J. Mendez,"Mendez, Antonio J.",Malcolm McConnell,"=""0060957913""","=""9780060957919""",0,3.71,William Morrow Paperbacks,Paperback,376,2000,1999,,2014/05/09,"to-read, my-books","to-read (#158), my-books (#92)",to-read,,,,,,,0,,,,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",0,4.07,"Little, Brown and Company",Hardcover,309,2008,2008,,2014/05/09,"to-read, my-books","to-read (#157), my-books (#237)",to-read,,,,,,,0,,,,,
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316010669""","=""9780316010665""",0,3.85,Back Bay Books,Paperback,296,2007,2001,,2014/05/09,"to-read, my-books","to-read (#156), my-books (#112)",to-read,,,,,,,0,,,,,
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,"Collins, James C.",,"=""0066620996""","=""9780066620992""",0,4.00,HarperBusiness,Hardcover,320,2001,2001,,2014/05/09,"to-read, my-books","to-read (#155), my-books (#184)",to-read,,,,,,,0,,,,,
3860977,How We Decide,Jonah Lehrer,"Lehrer, Jonah",,"=""0618620117""","=""9780618620111""",0,3.80,Houghton Mifflin Harcourt,Hardcover,259,2009,2009,,2014/05/09,"to-read, my-books","to-read (#154), my-books (#207)",to-read,,,,,,,0,,,,,
996084,When the Nines Roll Over and Other Stories,David Benioff,"Benioff, David",,"=""0452286646""","=""9780452286641""",0,3.79,Plume,Paperback,240,2005,2004,,2014/05/09,"to-read, my-books","to-read (#153), my-books (#108)",to-read,,,,,,,0,,,,,
6438581,Even Faster Web Sites,Steve Souders,"Souders, Steve","Tim O'Reilly, O'Reilly & Associates","=""0596522304""","=""9780596522308""",0,3.98,O'Reilly Media,Paperback,256,2009,2009,,2014/05/09,"to-read, my-books","to-read (#531), my-books (#215)",to-read,,,,,,,0,,,,,
6563382,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",Daniel Coyle,"Coyle, Daniel",,"=""""","=""""",0,4.06,,Kindle Edition,256,,2009,,2014/05/09,to-read,to-read (#152),to-read,,,,,,,0,,,,,
6564160,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",John Medina,"Medina, John",,"=""""","=""""",0,3.96,,Kindle Edition,,,2008,,2014/05/09,to-read,to-read (#151),to-read,,,,,,,0,,,,,
8207500,NurtureShock: New Thinking About Children,Po Bronson,"Bronson, Po",Ashley Merryman,"=""""","=""""",0,4.03,,Kindle Edition,329,,2008,,2014/05/09,to-read,to-read (#150),to-read,,,,,,,0,,,,,
1996763,The Stones Applaud: How Cystic Fibrosis Shaped My Childhood,Teresa Anne Mullin,"Mullin, Teresa Anne",,"=""1577363639""","=""9781577363637""",0,3.57,Providence House Publishers,Hardcover,309,2007,2007,,2014/05/09,to-read,to-read (#149),to-read,,,,,,,0,,,,,
1128841,"Parenting Children with Health Issues: Essential Tools, Tips, and Tactics for Raising Kids with Chronic Illness, Medical Conditions & Special Healthcare",Foster W. Cline,"Cline, Foster W.",,"=""1930429894""","=""9781930429895""",0,3.79,Love & Logic Press,Paperback,343,2007,2007,,2014/05/09,"to-read, my-books","to-read (#147), my-books (#161)",to-read,,,,,,,0,,,,,
758490,Alex: The Life of a Child,Frank Deford,"Deford, Frank",,"=""1558535527""","=""9781558535527""",0,4.37,Thomas Nelson,Paperback,142,1997,1983,,2014/05/09,to-read,to-read (#148),to-read,,,,,,,0,,,,,
7069877,Official Book Club Selection: A Memoir According to Kathy Griffin,Kathy Griffin,"Griffin, Kathy",,"=""034551856X""","=""9780345518569""",0,3.80,Ballantine Books,Paperback,384,2010,2009,,2014/05/09,"to-read, my-books","to-read (#146), my-books (#80)",to-read,,,,,,,0,,,,,
19075155,"Making Software: What Really Works, and Why We Believe It",Andy Oram,"Oram, Andy",Greg Wilson,"=""""","=""""",0,3.42,O'Reilly Media,Kindle Edition,622,2010,2010,,2014/05/09,to-read,to-read (#145),to-read,,,,,,,0,,,,,
8866070,Hamlet's BlackBerry: A Practical Philosophy for Building a Good Life in the Digital Age,William   Powers,"Powers, William",,"=""""","=""""",0,3.55,,Kindle Edition,288,,2010,,2014/05/09,to-read,to-read (#144),to-read,,,,,,,0,,,,,
8480519,Making it Big in Software: Get the Job. Work the Org. Become Great.,Sam S. Lightstone,"Lightstone, Sam S.",,"=""""","=""""",0,3.71,,Kindle Edition,456,,2010,,2014/05/09,to-read,to-read (#143),to-read,,,,,,,0,,,,,
8785873,Being Geek,Michael Lopp,"Lopp, Michael",,"=""""","=""""",0,3.65,,Kindle Edition,338,,2010,,2014/05/09,to-read,to-read (#142),to-read,,,,,,,0,,,,,
8314165,Linchpin: Are You Indispensable?,Seth Godin,"Godin, Seth",,"=""""","=""""",0,3.86,,Kindle Edition,,,2010,,2014/05/09,to-read,to-read (#141),to-read,,,,,,,0,,,,,
93891,Software Estimation: Demystifying the Black Art,Steve McConnell,"McConnell, Steve",,"=""0735605351""","=""9780735605350""",0,3.95,Microsoft Press,Paperback,308,2006,2006,,2014/05/09,to-read,to-read (#140),to-read,,,,,,,0,,,,,
8214124,The Pragmatic Programmer: From Journeyman to Master,Andrew Hunt,"Hunt, Andrew",Dave Thomas,"=""""","=""""",0,4.31,Addison-Wesley Professional,Kindle Edition,352,1999,1999,,2014/05/09,to-read,to-read (#139),to-read,,,,,,,0,,,,,
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",0,4.30,Prentice Hall PTR,Paperback,434,2008,2007,,2014/05/09,"to-read, my-books","to-read (#138), my-books (#269)",to-read,,,,,,,0,,,,,
10321200,Beware Dangerism!,Gever Tulley,"Tulley, Gever",,"=""""","=""""",0,3.97,TEDBooks,Kindle Edition,31,2011,2011,,2014/05/09,to-read,to-read (#137),to-read,,,,,,,0,,,,,
8646752,Hackers: Heroes of the Computer Revolution - 25th Anniversary Edition,Steven Levy,"Levy, Steven",,"=""""","=""""",0,4.17,O'Reilly Media,Kindle Edition,520,2010,1984,,2014/05/09,to-read,to-read (#136),to-read,,,,,,,0,,,,,
8134997,Hardly Knew Her,Laura Lippman,"Lippman, Laura",,"=""""","=""""",0,3.68,,Kindle Edition,305,,2008,,2014/05/09,to-read,to-read (#135),to-read,,,,,,,0,,,,,
1654215,The Art of Agile Development,James Shore,"Shore, James",Shane Warden,"=""0596527675""","=""9780596527679""",0,3.96,O'Reilly Media,Paperback,440,2007,2007,,2014/05/09,"to-read, my-books","to-read (#134), my-books (#268)",to-read,,,,,,,0,,,,,
18626864,The Art of War,Sun Tzu,"Tzu, Sun",,"=""""","=""""",0,3.94,Adams Media,Kindle Edition,82,2009,-512,,2014/05/09,to-read,to-read (#133),to-read,,,,,,,0,,,,,
18626867,War and Peace,Leo Tolstoy,"Tolstoy, Leo",,"=""""","=""""",0,4.09,Public Domain Books,Kindle Edition,,2009,1869,,2014/05/09,to-read,to-read (#132),to-read,,,,,,,0,,,,,
10587014,Kingpin: How One Hacker Took Over The Billion Dollar Cybercrime Underground,Kevin Poulsen,"Poulsen, Kevin",,"=""""","=""""",0,4.01,,Kindle Edition,289,,2011,,2014/05/09,to-read,to-read (#130),to-read,,,,,,,0,,,,,
13238689,Storm,Dave Pearson,"Pearson, Dave",,"=""""","=""""",0,4.33,,Kindle Edition,290,,2010,,2014/05/09,to-read,to-read (#129),to-read,,,,,,,0,,,,,
10422066,FATAL SYSTEM ERROR  THE HUNT FOR THE NEW CRIME LORDS WHO ARE BRINGING DOWN THE INTERNET,Joseph Menn,"Menn, Joseph",,"=""""","=""""",0,3.66,,ebook,306,,2010,,2014/05/09,to-read,to-read (#131),to-read,,,,,,,0,,,,,
10853096,Unmasked,Nate Anderson,"Anderson, Nate","Peter Bright, Jacqui Cheng, Eric Bangeman, Aurich Lawson","=""""","=""""",0,3.67,,Kindle Edition,104,,2011,,2014/05/09,to-read,to-read (#128),to-read,,,,,,,0,,,,,
22062180,The Hackers Underground Handbook,David Melnichuk,"Melnichuk, David",,"=""""","=""""",0,0.0,,Kindle Edition,,2011,2011,,2014/05/09,to-read,to-read (#127),to-read,,,,,,,0,,,,,
10468758,Zero Day,Mark Russinovich,"Russinovich, Mark",,"=""""","=""""",0,3.51,,Kindle Edition,336,2011,2011,,2014/05/09,to-read,to-read (#126),to-read,,,,,,,0,,,,,
11524771,Ghost in the Wires: My Adventures as the World's Most Wanted Hacker,Kevin D. Mitnick,"Mitnick, Kevin D.","Steve Wozniak, William L. Simon","=""""","=""""",0,3.93,,Kindle Edition,433,,2011,,2014/05/09,to-read,to-read (#125),to-read,,,,,,,0,,,,,
9939768,Dissecting The Hack: The F0rb1dd3n Network,Jayson E. Street,"Street, Jayson E.","Kent Nabors, Brian Baskin, Marcus J. Carey","=""""","=""""",0,3.69,,Kindle Edition,360,,2009,,2014/05/09,to-read,to-read (#124),to-read,,,,,,,0,,,,,
11252272,Little Bets: How Breakthrough Ideas Emerge from Small Discoveries,Peter Sims,"Sims, Peter",,"=""""","=""""",0,3.80,,Kindle Edition,224,,2011,,2014/05/09,to-read,to-read (#123),to-read,,,,,,,0,,,,,
8117824,The Future of Learning Institutions in a Digital Age (The John D. and Catherine T. MacArthur Foundation Reports on Digital Media and<br/> Learning),Cathy N. Davidson,"Davidson, Cathy N.",David Theo Goldberg,"=""""","=""""",0,3.32,,Kindle Edition,88,,2009,,2014/05/09,to-read,to-read (#122),to-read,,,,,,,0,,,,,
8549393,This Fine Life,Eva Marie Everson,"Everson, Eva Marie",,"=""""","=""""",0,3.57,Revell,Kindle Edition,352,2010,2010,,2014/05/09,to-read,to-read (#121),to-read,,,,,,,0,,,,,
10490132,The Days of Summer,Jill Barnett,"Barnett, Jill",,"=""""","=""""",0,3.44,Bell Bridge Books ,Kindle Edition,353,2010,2006,,2014/05/09,to-read,to-read (#120),to-read,,,,,,,0,,,,,
11679390,Disturbed Earth (Artie Cohen Mysteries),Reggie Nadelson,"Nadelson, Reggie",,"=""""","=""""",0,2.86,,Kindle Edition,,,2004,,2014/05/09,to-read,to-read (#119),to-read,,,,,,,0,,,,,
6620383,Boys Should Be Boys: 7 Secrets to Raising Healthy Sons,Meg Meeker,"Meeker, Meg",,"=""""","=""""",0,3.89,,Kindle Edition,286,,2003,,2014/05/09,to-read,to-read (#118),to-read,,,,,,,0,,,,,
20555190,The Happiest Mom: 10 Secrets to Enjoying Motherhood,Meagan Francis,"Francis, Meagan",Parenting Magazine,"=""""","=""""",0,3.43,Weldon Owen,Kindle Edition,158,2011,2011,,2014/05/09,to-read,to-read (#117),to-read,,,,,,,0,,,,,
9412869,Secrets of Power Negotiating: Inside Secrets from a Master Negotiator,Roger Dawson,"Dawson, Roger",,"=""1601631391""","=""9781601631398""",0,4.12,Career Press,Paperback,320,2010,1988,,2014/05/09,"to-read, my-books","to-read (#116), my-books (#93)",to-read,,,,,,,0,,,,,
8379886,Designing Interfaces,Jenifer Tidwell,"Tidwell, Jenifer",,"=""1449379702""","=""9781449379704""",0,3.79,O'Reilly Media,Paperback,578,2011,2005,,2014/05/09,"to-read, my-books","to-read (#115), my-books (#217)",to-read,,,,,,,0,,,,,
6523283,Designing Social Interfaces,Christian Crumlish,"Crumlish, Christian",Erin  Malone,"=""0596154925""","=""9780596154929""",0,3.77,O'Reilly Media,Paperback,489,2009,2009,,2014/05/09,"to-read, my-books","to-read (#114), my-books (#211)",to-read,,,,,,,0,,,,,
10604115,Happy Accidents,Jane Lynch,"Lynch, Jane",Lisa Dickey,"=""1401341764""","=""9781401341763""",0,3.68,Hachette Books,Hardcover,304,2011,2011,,2014/05/09,"to-read, my-books","to-read (#113), my-books (#196)",to-read,,,,,,,0,,,,,
6563888,Post Office,Charles Bukowski,"Bukowski, Charles",,"=""""","=""""",0,4.02,,Kindle Edition,162,,1971,,2014/05/09,to-read,to-read (#112),to-read,,,,,,,0,,,,,
6565082,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,"McDougall, Christopher",,"=""""","=""""",0,4.27,Vintage,Kindle Edition,306,2009,2009,,2014/05/09,to-read,to-read (#111),to-read,,,,,,,0,,,,,
6584126,Einstein Never Used Flashcards: How Our Children Really Learn--and Why They Need to Play More and Memorize Less,Kathy Hirsh-Pasek,"Hirsh-Pasek, Kathy","Roberta Michnick Golinkoff, Diane Eyer","=""""","=""""",0,3.90,,Kindle Edition,,,2003,,2014/05/09,to-read,to-read (#110),to-read,,,,,,,0,,,,,
18926240,Biology For Dummies,Donna Rae Siegfried,"Siegfried, Donna Rae",Rene Fester Kratz,"=""""","=""""",0,3.78,For Dummies,Kindle Edition,384,2010,2001,,2014/05/09,to-read,to-read (#109),to-read,,,,,,,0,,,,,
8192248,Chemistry for Dummies,John T. Moore,"Moore, John T.",,"=""""","=""""",0,3.65,,Kindle Edition,,,2002,,2014/05/09,to-read,to-read (#108),to-read,,,,,,,0,,,,,
18669888,Success Is Not an Accident: Change Your Choices; Change Your Life,Tommy Newberry,"Newberry, Tommy",,"=""""","=""9781414368825""",0,4.26,"Tyndale House Publishers, Inc.",Kindle Edition,256,2012,2012,,2014/05/09,to-read,to-read (#107),to-read,,,,,,,0,,,,,
12095424,The Lonely Mile,Allan Leverone,"Leverone, Allan",,"=""""","=""""",0,3.65,StoneHouse Ink,Kindle Edition,304,2012,2011,,2014/05/09,to-read,to-read (#106),to-read,,,,,,,0,,,,,
8046654,"Secrets in the Shadows (Shadows Collection/Leroy's Sins, #1)",T.L. Haddix,"Haddix, T.L.",,"=""0984528105""","=""9780984528103""",0,3.72,Streetlight Graphics Publishing,Paperback,349,2010,,,2014/05/09,to-read,to-read (#105),to-read,,,,,,,0,,,,,
9847899,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",,"=""""","=""""",0,3.78,Public Domain Books,Kindle Edition,341,2010,1859,,2014/05/09,to-read,to-read (#104),to-read,,,,,,,0,,,,,
11981168,"The One You Love (Emma Holden Suspense Mystery, #1)",Paul  Pilkington,"Pilkington, Paul",,"=""""","=""""",0,3.34,,Kindle Edition,299,2011,2011,,2014/05/09,to-read,to-read (#103),to-read,,,,,,,0,,,,,
9083417,Wyatt's Revenge,H. Terrell Griffin,"Griffin, H. Terrell",,"=""""","=""""",0,3.92,,Kindle Edition,257,,2009,,2014/05/09,to-read,to-read (#102),to-read,,,,,,,0,,,,,
18687435,Life Management (The Feel Good Factory),Infinite Ideas,"Ideas, Infinite",Elisabeth Wilson,"=""""","=""""",0,3.33,Infinite Ideas,Kindle Edition,177,2011,2011,,2014/05/09,to-read,to-read (#101),to-read,,,,,,,0,,,,,
12500536,Making Sense of People: Decoding the Mysteries of Personality,Samuel H. Barondes,"Barondes, Samuel H.",,"=""""","=""""",0,3.32,,Kindle Edition,241,,2011,,2014/05/09,to-read,to-read (#100),to-read,,,,,,,0,,,,,
8715433,One Million Arrows,Julie Ferwerda,"Ferwerda, Julie",,"=""""","=""""",0,3.99,,Paperback,193,,2009,,2014/05/09,to-read,to-read (#99),to-read,,,,,,,0,,,,,
18669120,Collision of Evil: A Franz Waldbaer Thriller,John J. Le Beau,"Beau, John J. Le",,"=""""","=""""",0,3.55,Oceanview Publishing,Kindle Edition,340,2009,2009,,2014/05/09,to-read,to-read (#98),to-read,,,,,,,0,,,,,
12553138,The Observer,Jonathan Davison,"Davison, Jonathan",,"=""""","=""""",0,3.00,,Kindle Edition,146,,2011,,2014/05/09,to-read,to-read (#97),to-read,,,,,,,0,,,,,
8593026,"Hostile Witness (Witness Series, #1)",Rebecca Forster,"Forster, Rebecca",,"=""""","=""""",0,3.68,,Kindle Edition,366,2009,2004,,2014/05/09,to-read,to-read (#96),to-read,,,,,,,0,,,,,
16169098,Three Scoops Is a Blast!,Alex Carrick,"Carrick, Alex",,"=""""","=""""",0,3.69,"Carrick Publishing (July 21, 2010)",Kindle Edition,201,2012,2010,,2014/05/09,to-read,to-read (#95),to-read,,,,,,,0,,,,,
18875394,"The Rules of Money: How to Make It and How to Hold on to It, Expanded Edition (Richard Templar's Rules)",Richard Templar,"Templar, Richard",,"=""""","=""""",0,3.71,FT Press,Kindle Edition,238,2011,2007,,2014/05/09,to-read,to-read (#94),to-read,,,,,,,0,,,,,
1960593,Pro JavaScript Design Patterns,Ross Harmes,"Harmes, Ross",Dustin Diaz,"=""159059908X""","=""9781590599082""",0,4.11,Apress,Paperback,269,2007,2007,,2014/05/09,"to-read, my-books","to-read (#291), my-books (#294)",to-read,,,,,,,0,,,,,
12800588,Stunning CSS3: A project-based guide to the latest in CSS (Voices That Matter),Zoe Mickley Gillenwater,"Gillenwater, Zoe Mickley",,"=""""","=""""",0,3.75,,Kindle Edition,320,,2010,,2014/05/09,to-read,to-read (#93),to-read,,,,,,,0,,,,,
44098,The Inmates Are Running the Asylum: Why High Tech Products Drive Us Crazy and How to Restore the Sanity,Alan Cooper,"Cooper, Alan",,"=""0672326140""","=""0752063326145""",0,3.93,Sams Publishing,Paperback,255,2004,1999,,2014/05/09,"to-read, my-books","to-read (#91), my-books (#253)",to-read,,,,,,,0,,,,,
10865206,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,"McGonigal, Kelly",,"=""1583334386""","=""9781583334386""",0,4.08,Avery,Hardcover,275,2011,2011,,2014/05/09,"to-read, my-books","to-read (#92), my-books (#180)",to-read,,,,,,,0,,,,,
9145079,Here We Go Again: My Life In Television,Betty White,"White, Betty",,"=""1451613695""","=""9781451613698""",0,3.98,Scribner,Paperback,320,2010,1995,,2014/05/09,"to-read, my-books","to-read (#90), my-books (#117)",to-read,,,,,,,0,,,,,
11508564,"The Valley of Shadows (Derek Stillwater, #4)",Mark Terry,"Terry, Mark",,"=""""","=""""",0,3.69,,Kindle Edition,312,,2011,,2014/05/09,to-read,to-read (#89),to-read,,,,,,,0,,,,,
13343466,Paydirt,Paul Levine,"Levine, Paul",,"=""""","=""""",0,3.61,,Paperback,340,,2011,,2014/05/09,to-read,to-read (#88),to-read,,,,,,,0,,,,,
12841387,22 Britannia Road,Amanda Hodgkinson,"Hodgkinson, Amanda",,"=""0143121049""","=""9780143121046""",0,3.60,Penguin Books,Paperback,336,2012,2011,,2014/05/09,to-read,to-read (#87),to-read,,,,,,,0,,,,,
11641763,"Badwater (The Forensic Geology Series, #2)",Toni Dwiggins,"Dwiggins, Toni",,"=""""","=""""",0,3.62,Toni Dwiggins,Kindle Edition,310,2011,2011,,2014/05/09,to-read,to-read (#86),to-read,,,,,,,0,,,,,
13075148,Three Days to Die (Aaron Quinn thriller series #1),John Avery,"Avery, John",,"=""""","=""""",0,3.41,Apticon Books,Kindle Edition,224,2011,2011,,2014/05/09,to-read,to-read (#85),to-read,,,,,,,0,,,,,
14759824,Codon Zero,Jim Hendee,"Hendee, Jim",,"=""""","=""""",0,3.75,Bamboo Press,Kindle Edition,538,2011,2011,,2014/05/09,to-read,to-read (#84),to-read,,,,,,,0,,,,,
14624729,Kane,Steve   Gannon,"Gannon, Steve",,"=""""","=""""",0,4.00,Steve Gannon,Kindle Edition,444,2011,2011,,2014/05/09,to-read,to-read (#83),to-read,,,,,,,0,,,,,
11986736,Reamde,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,3.94,William Morrow,Kindle Edition,1055,2011,2011,,2014/05/09,to-read,to-read (#82),to-read,,,,,,,0,,,,,
